customer_id,revenue,orders,units_sold,products_purchased,countries,first_purchase_date,last_purchase_date,sales_rows,average_order_value,is_repeat_customer,customer_lifetime_days
12349,1757.55,1,631,73,1,2011-11-21 09:51:00,2011-11-21 09:51:00,73,1757.55,False,0
15241,1756.44,8,1818,82,1,2011-03-01 11:02:00,2011-10-04 09:05:00,110,219.555,True,216
16359,1750.92,9,1183,39,1,2011-01-12 10:49:00,2011-12-02 17:04:00,66,194.54666666666668,True,324
13808,1747.66,5,782,70,1,2011-09-04 12:07:00,2011-12-04 12:18:00,76,349.53200000000004,True,91
15067,1744.76,3,954,82,1,2011-03-02 12:10:00,2011-09-22 13:20:00,82,581.5866666666667,True,204
15950,1744.71,4,719,86,1,2010-12-15 11:56:00,2011-11-08 11:09:00,97,436.1775,True,327
16380,1743.1499999999999,1,1428,28,1,2011-10-09 15:40:00,2011-10-09 15:40:00,31,1743.1499999999999,False,0
13157,1741.22,4,1439,69,1,2011-02-14 14:03:00,2011-10-21 13:50:00,87,435.305,True,248
14595,1740.6,6,978,94,1,2011-01-30 13:36:00,2011-11-20 12:12:00,102,290.09999999999997,True,293
17930,1740.48,5,1594,26,1,2011-04-14 15:46:00,2011-11-04 10:23:00,39,348.096,True,203
17353,1740.0,2,1200,5,1,2011-07-08 16:17:00,2011-08-02 17:19:00,8,870.0,True,25
17457,1737.7,5,826,14,1,2011-01-04 14:33:00,2011-08-05 12:48:00,19,347.54,True,212
15050,1737.69,3,1216,68,1,2011-09-29 13:22:00,2011-11-14 16:17:00,76,579.23,True,46
14673,1736.4,5,1004,39,1,2010-12-07 12:49:00,2011-12-06 14:31:00,74,347.28000000000003,True,364
17043,1735.18,4,998,100,1,2011-03-18 14:53:00,2011-11-07 15:33:00,102,433.795,True,234
14387,1727.6,3,795,125,1,2011-08-22 14:13:00,2011-11-07 12:29:00,139,575.8666666666667,True,76
13564,1724.67,3,636,68,1,2010-12-06 17:26:00,2011-07-18 14:33:00,81,574.89,True,223
17451,1721.4,7,1203,83,1,2011-08-26 11:54:00,2011-12-08 15:02:00,100,245.91428571428574,True,104
14834,1720.3,6,734,43,1,2011-04-13 15:00:00,2011-11-22 10:30:00,67,286.71666666666664,True,222
15267,1717.36,5,944,8,1,2011-06-10 10:24:00,2011-11-17 15:59:00,11,343.472,True,160
17162,1715.46,10,1001,81,1,2011-02-07 12:27:00,2011-11-11 11:34:00,104,171.546,True,276
13763,1714.96,1,728,15,1,2011-10-07 15:13:00,2011-10-07 15:13:00,15,1714.96,False,0
17147,1714.59,4,882,68,1,2011-02-01 09:36:00,2011-11-17 12:32:00,81,428.6475,True,289
14441,1712.89,4,446,43,1,2011-03-29 12:01:00,2011-12-09 09:07:00,51,428.2225,True,254
17750,1710.45,9,3747,101,1,2011-06-28 15:44:00,2011-12-04 14:09:00,184,190.05,True,158
12405,1710.39,1,857,54,1,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1710.39,False,0
15947,1708.24,1,898,29,1,2011-09-18 10:46:00,2011-09-18 10:46:00,29,1708.24,False,0
12407,1708.1200000000001,5,1416,57,1,2011-03-20 13:21:00,2011-10-21 10:11:00,77,341.624,True,214
16902,1706.88,1,629,43,1,2011-08-15 14:17:00,2011-08-15 14:17:00,44,1706.88,False,0
15240,1706.57,5,1369,58,1,2011-02-01 08:23:00,2011-10-26 09:50:00,78,341.31399999999996,True,267
16398,1705.8,2,758,75,1,2011-03-31 09:38:00,2011-07-08 15:16:00,82,852.9,True,99
16791,1705.78,7,757,218,1,2011-01-11 15:42:00,2011-11-10 19:12:00,314,243.68285714285713,True,303
12843,1702.26,8,781,69,1,2011-03-20 14:38:00,2011-10-05 12:09:00,103,212.7825,True,198
17193,1699.3000000000002,7,1254,17,1,2011-06-16 10:04:00,2011-11-04 12:47:00,32,242.7571428571429,True,141
13824,1698.94,5,768,34,1,2011-02-02 13:07:00,2011-11-07 12:41:00,46,339.788,True,277
17813,1698.07,5,752,297,1,2011-09-29 15:57:00,2011-11-25 16:13:00,348,339.614,True,57
12764,1693.88,1,386,45,1,2011-01-27 10:19:00,2011-01-27 10:19:00,45,1693.88,False,0
16007,1693.81,4,1388,221,1,2011-05-08 13:32:00,2011-10-23 11:05:00,381,423.4525,True,167
14245,1693.45,2,976,107,1,2011-03-21 10:41:00,2011-05-04 08:40:00,108,846.725,True,43
16671,1692.27,3,875,3,1,2011-06-28 11:20:00,2011-11-11 13:40:00,6,564.09,True,136
16775,1691.51,11,439,84,1,2010-12-07 15:15:00,2011-11-29 15:22:00,157,153.77363636363637,True,357
15380,1690.2600000000002,5,376,22,1,2010-12-09 15:01:00,2011-12-01 12:13:00,36,338.052,True,356
17152,1689.5,3,517,9,1,2011-03-21 16:20:00,2011-05-29 12:19:00,14,563.1666666666666,True,68
12635,1689.18,2,1172,96,1,2011-07-08 08:43:00,2011-09-11 11:04:00,101,844.59,True,65
13162,1688.29,4,1713,74,1,2011-01-09 10:43:00,2011-08-09 15:59:00,79,422.0725,True,212
13577,1687.6000000000001,4,791,61,1,2011-04-12 10:33:00,2011-11-14 15:19:00,83,421.90000000000003,True,216
17282,1685.46,3,1866,79,1,2011-02-13 11:36:00,2011-08-01 14:29:00,89,561.82,True,169
15549,1681.46,3,694,104,1,2011-01-27 15:38:00,2011-09-23 16:22:00,114,560.4866666666667,True,239
16638,1680.72,10,1255,92,1,2010-12-06 10:19:00,2011-11-17 11:09:00,94,168.072,True,346
13149,1676.06,4,1280,76,1,2011-02-23 13:57:00,2011-11-25 13:09:00,86,419.015,True,274
17656,1674.69,5,1399,67,1,2011-08-03 10:45:00,2011-09-27 13:04:00,82,334.938,True,55
13184,1668.95,10,1662,138,1,2011-02-22 17:25:00,2011-11-25 12:02:00,179,166.895,True,275
17754,1664.65,5,1816,82,1,2011-03-24 13:54:00,2011-12-09 11:20:00,89,332.93,True,259
12912,1662.3,5,670,17,1,2011-10-30 11:35:00,2011-12-07 08:55:00,24,332.46,True,37
12530,1662.28,4,913,51,1,2011-01-07 10:04:00,2011-10-11 12:34:00,66,415.57,True,277
15214,1661.44,8,1254,109,1,2011-04-11 09:46:00,2011-12-08 12:07:00,110,207.68,True,241
15332,1661.06,4,652,29,1,2010-12-05 12:00:00,2010-12-08 14:43:00,35,415.265,True,3
12967,1660.9,2,438,19,1,2010-12-03 09:49:00,2010-12-16 19:10:00,19,830.45,True,13
16115,1660.8799999999999,8,994,169,1,2011-02-20 12:14:00,2011-11-30 11:32:00,279,207.60999999999999,True,282
14045,1659.75,4,535,4,1,2010-12-01 11:32:00,2011-08-22 15:27:00,6,414.9375,True,264
15953,1657.28,8,891,63,1,2010-12-05 15:15:00,2011-11-24 15:32:00,97,207.16,True,354
15826,1654.31,3,963,64,1,2011-05-13 10:44:00,2011-10-14 16:05:00,68,551.4366666666666,True,154
16813,1652.18,10,1501,248,1,2011-05-19 13:28:00,2011-12-01 14:03:00,426,165.21800000000002,True,196
16711,1651.03,5,833,18,1,2010-12-17 12:43:00,2011-12-06 16:32:00,22,330.206,True,354
14837,1649.5,4,1436,96,1,2011-05-22 12:49:00,2011-09-11 10:58:00,108,412.375,True,111
13647,1648.1200000000001,4,887,65,1,2011-04-19 09:49:00,2011-11-30 12:00:00,78,412.03000000000003,True,225
17284,1647.48,6,1362,229,1,2011-01-07 14:31:00,2011-10-10 14:38:00,291,274.58,True,276
13750,1647.26,5,516,20,1,2011-01-07 11:49:00,2011-10-17 12:16:00,24,329.452,True,283
13012,1646.8400000000001,8,820,67,1,2011-02-18 09:43:00,2011-11-30 13:05:00,88,205.85500000000002,True,285
12657,1643.18,4,1044,35,1,2011-09-22 11:40:00,2011-11-28 15:47:00,47,410.795,True,67
15002,1641.76,4,862,93,1,2010-12-07 13:16:00,2011-08-16 10:44:00,115,410.44,True,251
14573,1639.82,9,534,127,1,2010-12-02 19:59:00,2011-06-13 11:15:00,227,182.20222222222222,True,192
13627,1638.47,5,1269,84,1,2010-12-17 09:52:00,2011-10-11 14:20:00,92,327.694,True,298
15024,1636.43,10,902,105,1,2010-12-07 13:20:00,2011-11-30 12:06:00,152,163.643,True,357
12398,1635.6599999999999,1,1394,85,1,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1635.6599999999999,False,0
15122,1633.78,3,800,65,1,2011-02-15 09:59:00,2011-08-17 16:48:00,82,544.5933333333334,True,183
14164,1631.77,2,1033,28,1,2011-09-20 12:18:00,2011-09-30 12:24:00,29,815.885,True,10
12377,1628.12,2,944,72,1,2010-12-20 09:37:00,2011-01-28 15:45:00,77,814.06,True,39
14759,1625.97,3,569,92,1,2011-04-21 10:55:00,2011-12-05 12:03:00,102,541.99,True,228
13425,1624.21,3,1123,66,1,2011-02-18 08:34:00,2011-08-23 17:13:00,78,541.4033333333333,True,186
16515,1624.14,5,826,89,1,2011-02-01 13:09:00,2011-10-18 13:10:00,111,324.82800000000003,True,259
15172,1624.05,5,1611,106,1,2011-04-17 11:56:00,2011-12-01 11:51:00,110,324.81,True,227
14937,1621.88,3,484,33,1,2011-08-01 14:16:00,2011-10-14 12:29:00,34,540.6266666666667,True,73
17101,1621.73,4,815,28,1,2011-06-14 14:49:00,2011-11-29 13:57:00,42,405.4325,True,167
18161,1618.69,5,812,49,1,2011-01-24 11:56:00,2011-11-24 16:40:00,80,323.738,True,304
16987,1616.8,7,401,74,1,2011-05-18 15:55:00,2011-12-06 17:26:00,128,230.97142857142856,True,202
14336,1614.91,4,1759,77,1,2011-03-08 16:48:00,2011-11-23 11:40:00,90,403.7275,True,259
16992,1614.31,5,860,84,1,2011-02-28 10:37:00,2011-11-29 11:50:00,93,322.86199999999997,True,274
15791,1612.69,2,731,66,1,2011-05-19 15:15:00,2011-10-27 10:14:00,75,806.345,True,160
14312,1611.59,6,1012,74,1,2011-01-06 16:35:00,2011-10-24 09:46:00,87,268.5983333333333,True,290
14918,1610.15,2,675,39,1,2011-07-08 12:50:00,2011-08-16 11:50:00,45,805.075,True,38
12868,1607.0600000000002,6,928,72,1,2010-12-01 12:50:00,2011-06-07 10:42:00,107,267.84333333333336,True,187
16817,1604.75,9,822,73,1,2010-12-06 14:19:00,2011-12-07 11:03:00,86,178.30555555555554,True,365
12947,1603.99,6,1165,83,1,2010-12-01 16:21:00,2011-07-19 10:06:00,97,267.33166666666665,True,229
15660,1600.86,9,1050,55,1,2010-12-09 09:49:00,2011-11-14 16:58:00,90,177.87333333333333,True,340
14178,1600.26,7,1494,191,1,2011-06-10 12:51:00,2011-12-01 12:01:00,318,228.60857142857142,True,173
16496,1599.52,3,1111,92,1,2011-01-27 09:42:00,2011-12-01 10:31:00,95,533.1733333333333,True,308
16466,1595.96,7,785,103,1,2011-02-20 11:39:00,2011-11-06 11:35:00,146,227.99428571428572,True,258
13850,1595.48,1,944,93,1,2011-08-02 14:04:00,2011-08-02 14:04:00,93,1595.48,False,0
17673,1594.97,6,1462,118,1,2011-01-23 15:16:00,2011-12-08 12:50:00,218,265.8283333333333,True,318
16801,1594.23,4,493,72,1,2011-03-11 13:56:00,2011-06-29 15:33:00,75,398.5575,True,110
16676,1592.1200000000001,4,636,75,1,2011-01-06 13:00:00,2011-11-06 12:01:00,89,398.03000000000003,True,303
14970,1592.06,4,250,24,1,2011-01-27 12:23:00,2011-10-02 13:44:00,34,398.015,True,248
15611,1591.45,13,504,23,1,2011-01-09 11:32:00,2011-11-30 12:36:00,43,122.41923076923078,True,325
18178,1590.81,4,983,80,1,2010-12-10 12:42:00,2011-08-03 09:30:00,97,397.7025,True,235
14442,1589.82,2,482,58,1,2011-01-27 09:33:00,2011-05-19 11:36:00,63,794.91,True,112
13614,1585.46,4,564,171,1,2011-01-13 12:37:00,2011-11-15 14:47:00,195,396.365,True,306
16332,1582.8,7,797,125,1,2011-02-07 14:16:00,2011-11-11 14:22:00,151,226.1142857142857,True,277
12393,1582.6000000000001,4,816,47,1,2011-01-11 09:47:00,2011-09-28 15:41:00,64,395.65000000000003,True,260
14719,1581.84,5,1025,177,1,2011-04-04 14:17:00,2011-12-08 12:43:00,235,316.368,True,247
14587,1580.29,9,749,170,1,2011-01-12 13:16:00,2011-11-21 11:34:00,371,175.58777777777777,True,312
12607,1579.51,1,1228,101,1,2011-10-10 16:06:00,2011-10-10 16:06:00,101,1579.51,False,0
13814,1579.12,2,864,37,1,2011-07-25 13:54:00,2011-09-08 13:48:00,57,789.56,True,44
16889,1578.67,3,925,112,1,2011-01-07 10:47:00,2011-05-29 11:05:00,135,526.2233333333334,True,142
13186,1575.89,3,820,69,1,2011-08-03 09:09:00,2011-10-31 11:40:00,79,525.2966666666667,True,89
17671,1572.71,4,772,40,1,2010-12-09 14:27:00,2011-11-24 12:21:00,53,393.1775,True,349
16283,1570.81,5,1236,117,1,2011-05-15 13:37:00,2011-12-04 12:08:00,166,314.162,True,202
12865,1568.23,2,925,86,1,2011-08-08 10:11:00,2011-11-13 14:31:00,95,784.115,True,97
15906,1567.69,7,544,113,1,2011-03-29 13:28:00,2011-11-20 12:24:00,150,223.9557142857143,True,235
15111,1567.48,3,710,70,1,2010-12-02 11:45:00,2011-11-10 16:58:00,84,522.4933333333333,True,343
15532,1564.73,4,515,205,1,2010-12-16 16:45:00,2011-11-14 14:51:00,251,391.1825,True,332
17204,1564.56,4,646,44,1,2011-03-21 12:42:00,2011-06-17 14:46:00,57,391.14,True,88
13659,1563.0,2,882,92,1,2011-01-23 12:08:00,2011-05-18 12:37:00,103,781.5,True,115
17085,1562.4,5,785,115,1,2010-12-12 12:24:00,2011-08-08 14:15:00,186,312.48,True,239
18239,1561.6100000000001,5,795,80,1,2010-12-02 17:48:00,2011-05-05 12:38:00,88,312.322,True,153
14038,1560.38,3,965,64,1,2011-05-16 14:05:00,2011-09-22 13:37:00,92,520.1266666666667,True,128
16394,1555.34,5,2604,61,1,2011-02-23 10:58:00,2011-10-14 09:48:00,83,311.068,True,232
13313,1555.32,5,851,47,1,2011-01-04 10:00:00,2011-11-17 16:48:00,78,311.06399999999996,True,317
15620,1553.18,3,915,92,1,2010-12-16 14:34:00,2011-10-14 12:41:00,100,517.7266666666667,True,301
15117,1551.78,5,1948,63,1,2011-05-08 12:38:00,2011-11-25 08:12:00,79,310.356,True,200
13634,1547.3600000000001,5,700,156,1,2011-01-16 15:30:00,2011-11-06 13:40:00,186,309.47200000000004,True,293
14229,1547.2,3,610,29,1,2011-01-10 12:03:00,2011-10-19 10:04:00,40,515.7333333333333,True,281
16790,1545.6200000000001,6,898,88,1,2011-11-02 11:23:00,2011-12-06 11:53:00,93,257.60333333333335,True,34
16369,1545.41,3,1030,91,1,2011-05-27 09:39:00,2011-11-21 16:25:00,117,515.1366666666667,True,178
13397,1544.13,5,430,28,1,2011-01-04 13:50:00,2011-09-28 10:56:00,38,308.826,True,266
12818,1542.08,1,929,14,1,2011-03-23 12:06:00,2011-03-23 12:06:00,14,1542.08,False,0
17837,1541.23,8,510,110,1,2011-06-29 16:44:00,2011-10-28 16:13:00,162,192.65375,True,120
16365,1540.42,9,504,45,1,2010-12-07 17:19:00,2011-11-22 11:24:00,51,171.1577777777778,True,349
17159,1538.88,3,1111,96,1,2011-06-21 09:49:00,2011-11-18 10:52:00,101,512.96,True,150
13849,1537.95,2,1016,97,1,2011-06-22 10:11:00,2011-10-19 10:59:00,101,768.975,True,119
12877,1535.77,12,1178,100,1,2010-12-16 12:23:00,2011-12-06 10:30:00,154,127.98083333333334,True,354
15392,1535.53,4,1277,74,1,2010-12-14 15:50:00,2011-12-05 11:01:00,84,383.8825,True,355
15625,1534.26,4,1188,44,1,2011-04-18 14:01:00,2011-08-28 10:21:00,64,383.565,True,131
13320,1532.2,4,1086,77,1,2011-05-10 10:29:00,2011-09-22 18:07:00,105,383.05,True,135
13107,1531.6200000000001,4,1293,54,1,2011-01-10 12:28:00,2011-10-26 14:52:00,58,382.90500000000003,True,289
12759,1531.44,3,902,81,1,2011-03-09 08:09:00,2011-10-18 14:49:00,95,510.48,True,223
14321,1530.75,5,2406,111,1,2011-01-10 11:35:00,2011-11-29 09:47:00,123,306.15,True,322
14567,1530.3600000000001,2,412,33,1,2011-08-01 13:48:00,2011-10-14 10:21:00,33,765.1800000000001,True,73
15701,1529.0,4,912,193,1,2011-08-21 12:36:00,2011-12-07 14:39:00,230,382.25,True,108
16244,1522.75,2,855,88,1,2010-12-02 11:41:00,2011-05-12 10:18:00,91,761.375,True,160
16066,1521.04,5,935,77,1,2011-08-07 14:33:00,2011-11-23 11:54:00,101,304.20799999999997,True,107
13213,1520.58,5,1360,82,1,2011-05-24 12:22:00,2011-10-14 11:42:00,90,304.116,True,142
13764,1519.42,3,926,183,1,2011-01-06 14:53:00,2011-09-30 12:03:00,207,506.47333333333336,True,266
14267,1516.24,3,530,25,1,2011-03-24 11:38:00,2011-06-30 10:09:00,55,505.41333333333336,True,97
13791,1516.0,2,1200,7,1,2011-06-24 16:38:00,2011-08-04 11:44:00,11,758.0,True,40
16748,1515.9,5,880,42,1,2011-01-09 13:50:00,2011-11-22 10:17:00,69,303.18,True,316
16053,1511.95,2,1793,81,1,2011-08-09 14:57:00,2011-11-07 11:21:00,84,755.975,True,89
16434,1511.8,7,760,88,1,2011-02-13 12:17:00,2011-11-10 14:28:00,107,215.97142857142856,True,270
16910,1508.96,8,884,318,1,2011-09-09 14:14:00,2011-12-05 12:51:00,545,188.62,True,86
15265,1506.1200000000001,2,612,76,1,2011-04-18 12:16:00,2011-07-11 14:46:00,82,753.0600000000001,True,84
12937,1504.27,4,1007,81,1,2011-03-17 14:19:00,2011-11-24 15:05:00,120,376.0675,True,252
15916,1502.8600000000001,8,752,124,1,2010-12-08 13:07:00,2011-11-23 13:46:00,151,187.85750000000002,True,350
16279,1502.78,3,1046,102,1,2011-06-16 11:50:00,2011-11-18 15:00:00,106,500.9266666666667,True,155
13810,1499.01,3,312,32,1,2011-10-14 12:57:00,2011-11-11 08:33:00,35,499.67,True,27
15530,1497.31,4,938,90,1,2011-04-07 11:16:00,2011-11-18 12:25:00,107,374.3275,True,225
14414,1496.98,7,2512,79,1,2010-12-16 11:11:00,2011-09-09 12:09:00,97,213.8542857142857,True,267
14704,1493.96,9,1043,288,1,2011-06-12 13:59:00,2011-11-28 12:51:00,393,165.99555555555557,True,168
17002,1493.73,3,679,41,1,2011-02-22 11:46:00,2011-09-15 12:40:00,49,497.91,True,205
16880,1491.43,7,746,121,1,2011-06-03 16:45:00,2011-11-09 11:33:00,174,213.0614285714286,True,158
15057,1489.5,2,668,25,1,2011-01-28 09:09:00,2011-03-09 15:17:00,25,744.75,True,40
13110,1488.67,7,388,109,1,2011-02-01 15:24:00,2011-11-08 14:30:00,145,212.66714285714286,True,279
13692,1488.32,3,1226,48,1,2011-04-17 12:57:00,2011-11-15 11:17:00,53,496.1066666666666,True,211
17553,1487.6,1,1048,2,1,2011-08-02 10:00:00,2011-08-02 10:00:00,2,1487.6,False,0
14758,1484.06,4,419,54,1,2011-03-25 12:10:00,2011-07-18 08:21:00,71,371.015,True,114
16395,1482.06,5,1472,150,1,2011-01-13 12:10:00,2011-10-10 12:50:00,206,296.412,True,270
18016,1477.66,5,1027,90,1,2010-12-10 17:14:00,2011-11-07 13:25:00,122,295.53200000000004,True,331
14878,1476.09,9,799,62,1,2010-12-16 12:11:00,2011-11-27 11:15:00,122,164.01,True,345
14403,1475.81,4,519,17,1,2011-04-06 14:23:00,2011-08-01 12:57:00,20,368.9525,True,116
16755,1475.43,3,1058,133,1,2011-01-28 10:47:00,2011-08-17 13:21:00,165,491.81,True,201
12826,1474.72,7,1058,58,1,2010-12-09 15:21:00,2011-12-07 10:25:00,91,210.67428571428573,True,362
14246,1474.06,3,804,57,1,2011-04-08 08:25:00,2011-08-21 11:50:00,75,491.3533333333333,True,135
14963,1472.34,5,1159,149,1,2011-06-09 12:30:00,2011-11-30 12:16:00,192,294.46799999999996,True,173
15128,1471.0,4,1343,74,1,2011-05-04 12:32:00,2011-10-10 13:54:00,102,367.75,True,159
17590,1468.02,3,822,162,1,2011-10-30 14:05:00,2011-12-07 12:55:00,196,489.34,True,37
16016,1465.51,8,602,156,1,2010-12-08 12:36:00,2011-12-06 14:35:00,224,183.18875,True,363
14875,1465.3200000000002,2,558,46,1,2011-03-22 11:53:00,2011-08-24 12:20:00,47,732.6600000000001,True,155
15983,1465.12,4,886,82,1,2010-12-01 12:15:00,2011-11-17 17:34:00,112,366.28,True,351
12882,1463.04,2,246,12,1,2011-11-06 11:22:00,2011-11-30 16:18:00,13,731.52,True,24
14233,1462.72,4,680,30,1,2011-01-26 12:43:00,2011-10-21 15:54:00,35,365.68,True,268
17063,1461.14,7,770,66,1,2011-02-23 13:44:00,2011-11-18 16:19:00,78,208.73428571428573,True,268
16996,1456.96,6,544,13,1,2010-12-21 13:22:00,2011-11-09 16:43:00,37,242.82666666666668,True,323
13309,1456.79,5,1544,82,1,2011-02-04 12:29:00,2011-12-02 16:34:00,107,291.358,True,301
13477,1454.58,6,1021,57,1,2011-02-21 12:29:00,2011-11-02 12:04:00,79,242.42999999999998,True,253
14541,1453.35,8,641,71,1,2011-01-24 14:16:00,2011-10-12 10:08:00,105,181.66875,True,260
16059,1453.16,6,641,126,1,2010-12-07 10:36:00,2011-10-05 09:56:00,178,242.19333333333336,True,301
14404,1449.32,6,827,70,1,2010-12-05 16:00:00,2011-11-06 12:30:00,100,241.5533333333333,True,335
14740,1448.21,3,735,85,1,2011-03-01 08:35:00,2011-05-26 18:17:00,89,482.7366666666667,True,86
17073,1446.09,4,759,142,1,2011-08-22 14:37:00,2011-11-22 11:47:00,174,361.5225,True,91
13717,1445.01,6,1959,92,1,2011-02-14 13:21:00,2011-11-07 14:13:00,102,240.835,True,266
13461,1445.0,3,1170,14,1,2011-06-29 10:23:00,2011-11-01 09:01:00,27,481.6666666666667,True,124
17175,1443.69,4,866,42,1,2011-02-16 14:56:00,2011-10-26 15:31:00,63,360.9225,True,252
14071,1437.57,8,994,271,1,2011-03-20 11:33:00,2011-12-06 12:27:00,323,179.69625,True,261
15987,1432.77,7,1533,110,1,2010-12-06 08:34:00,2011-11-27 15:38:00,128,204.68142857142857,True,356
14566,1432.0,1,800,4,1,2011-08-21 11:05:00,2011-08-21 11:05:00,4,1432.0,False,0
16503,1431.93,4,569,71,1,2010-12-14 13:50:00,2011-08-25 11:46:00,84,357.9825,True,253
13475,1431.78,4,1012,64,1,2011-02-14 12:36:00,2011-06-01 13:52:00,86,357.945,True,107
15427,1430.54,3,967,233,1,2011-10-23 14:47:00,2011-11-06 14:29:00,292,476.84666666666664,True,13
16103,1429.64,6,558,30,1,2011-04-20 12:28:00,2011-12-02 14:16:00,48,238.27333333333334,True,226
13159,1429.35,4,1058,114,1,2011-08-16 11:44:00,2011-12-01 11:20:00,120,357.3375,True,106
14035,1428.02,5,739,41,1,2011-02-15 12:48:00,2011-11-11 10:03:00,66,285.604,True,268
15858,1427.57,5,1163,145,1,2010-12-07 14:31:00,2011-11-24 12:48:00,188,285.514,True,351
15681,1426.16,5,816,32,1,2011-03-04 13:46:00,2011-11-14 16:30:00,53,285.232,True,255
17571,1425.67,4,876,247,1,2011-02-14 15:15:00,2011-10-20 15:57:00,271,356.4175,True,248
15106,1422.52,5,1181,90,1,2011-03-15 12:52:00,2011-11-22 09:16:00,100,284.504,True,251
16463,1422.4,4,1163,74,1,2011-05-19 14:45:00,2011-11-18 14:01:00,82,355.6,True,182
16571,1421.69,3,1239,73,1,2011-03-03 09:41:00,2011-11-13 11:46:00,87,473.8966666666667,True,255
14019,1421.61,3,1037,37,1,2011-07-24 15:39:00,2011-10-24 10:13:00,66,473.86999999999995,True,91
14901,1421.29,9,661,73,1,2010-12-02 11:20:00,2011-11-28 17:09:00,96,157.92111111111112,True,361
14443,1420.2,4,938,84,1,2010-12-06 11:03:00,2011-10-17 10:10:00,93,355.05,True,314
16173,1418.32,6,575,70,1,2011-09-02 15:23:00,2011-11-24 10:53:00,84,236.38666666666666,True,82
17856,1418.03,4,842,12,1,2011-03-03 11:40:00,2011-12-08 09:40:00,15,354.5075,True,279
17288,1417.63,7,1201,118,1,2010-12-16 13:33:00,2011-11-30 16:09:00,140,202.51857142857145,True,349
14748,1415.75,5,1223,87,1,2010-12-06 10:19:00,2011-11-10 18:33:00,89,283.15,True,339
16348,1415.65,7,805,157,1,2011-04-13 15:49:00,2011-11-07 15:44:00,222,202.2357142857143,True,207
16012,1415.29,3,799,87,1,2011-07-07 18:02:00,2011-11-04 13:25:00,94,471.7633333333333,True,119
16245,1413.66,3,1014,80,1,2011-03-28 09:30:00,2011-11-16 10:14:00,90,471.22,True,233
15237,1412.32,4,1071,94,1,2011-04-26 15:04:00,2011-12-08 09:46:00,99,353.08,True,225
15444,1411.21,2,759,191,1,2011-10-30 16:12:00,2011-11-30 17:37:00,214,705.605,True,31
15596,1406.59,5,561,51,1,2010-12-09 16:10:00,2011-08-31 10:55:00,77,281.318,True,264
17083,1405.78,3,772,24,1,2011-02-09 11:38:00,2011-08-22 15:43:00,52,468.5933333333333,True,194
16271,1404.64,5,1024,89,1,2010-12-16 16:36:00,2011-12-07 12:45:00,130,280.928,True,355
15426,1404.07,5,656,217,1,2010-12-05 13:55:00,2011-11-20 15:36:00,275,280.81399999999996,True,350
18116,1403.1100000000001,8,837,230,1,2010-12-10 12:14:00,2011-10-03 11:00:00,371,175.38875000000002,True,296
14649,1402.59,4,1004,148,1,2011-05-11 14:37:00,2011-12-05 12:30:00,186,350.6475,True,207
15563,1400.44,4,1501,88,1,2010-12-16 11:27:00,2011-11-17 14:50:00,113,350.11,True,336
14741,1400.34,6,841,35,1,2010-12-02 08:43:00,2011-11-28 08:48:00,59,233.39,True,361
15478,1399.92,2,575,34,1,2011-10-14 11:09:00,2011-10-30 14:19:00,44,699.96,True,16
18202,1396.99,3,581,55,1,2011-02-01 13:36:00,2011-05-24 12:12:00,68,465.66333333333336,True,111
13995,1393.69,5,879,55,1,2011-04-08 08:20:00,2011-11-24 14:22:00,86,278.738,True,230
17354,1393.06,1,1006,15,1,2011-10-20 10:34:00,2011-10-20 10:34:00,16,1393.06,False,0
15810,1391.98,4,861,66,1,2011-02-16 09:11:00,2011-09-22 09:38:00,89,347.995,True,218
13414,1390.5,3,1574,23,1,2011-02-16 12:13:00,2011-07-29 11:45:00,24,463.5,True,162
13516,1389.41,3,985,43,1,2011-04-15 11:06:00,2011-11-18 13:15:00,44,463.1366666666667,True,217
16539,1388.81,4,477,36,1,2010-12-01 15:40:00,2011-12-07 08:41:00,45,347.2025,True,370
15134,1387.99,8,887,44,1,2011-04-13 11:05:00,2011-11-25 08:55:00,73,173.49875,True,225
12952,1387.79,4,653,64,1,2011-09-22 16:37:00,2011-12-04 10:35:00,79,346.9475,True,72
12775,1386.04,5,877,47,1,2011-02-01 13:45:00,2011-11-22 16:33:00,66,277.20799999999997,True,294
13308,1385.51,3,843,49,1,2011-05-20 13:13:00,2011-11-17 09:31:00,54,461.83666666666664,True,180
18167,1384.8600000000001,3,382,24,1,2011-08-26 11:40:00,2011-11-16 15:56:00,37,461.62000000000006,True,82
17311,1384.85,2,1005,55,1,2011-01-27 10:56:00,2011-09-22 14:11:00,55,692.425,True,238
13572,1384.25,1,534,32,1,2011-05-18 11:59:00,2011-05-18 11:59:00,33,1384.25,False,0
15898,1383.83,5,567,70,1,2010-12-06 11:01:00,2011-12-08 15:23:00,84,276.76599999999996,True,367
15051,1383.3600000000001,3,1010,130,1,2011-07-12 15:29:00,2011-11-16 15:38:00,142,461.12000000000006,True,127
14116,1382.74,5,707,61,1,2011-08-10 12:44:00,2011-11-20 10:29:00,72,276.548,True,101
16389,1382.07,4,1242,33,1,2011-03-01 15:47:00,2011-10-17 14:41:00,34,345.5175,True,229
