customer_id,last_purchase_date,frequency,monetary,units_sold,products_purchased,country,recency,r_score,f_score,m_score,rfm_score,rfm_code,segment
14511,2011-11-28 17:05:00,5,1314.81,784,53,United Kingdom,12,5,4,4,13,544,Champions
12364,2011-12-02 10:22:00,4,1313.1,1506,70,Belgium,8,5,4,4,13,544,Champions
14047,2011-12-01 11:43:00,5,1308.6100000000001,381,22,United Kingdom,9,5,4,4,13,544,Champions
17961,2011-11-18 16:55:00,39,1296.44,560,211,United Kingdom,22,4,5,4,13,454,Champions
15621,2011-12-05 14:01:00,4,1293.03,501,11,United Kingdom,5,5,4,4,13,544,Champions
15136,2011-12-07 12:26:00,4,1286.7,776,61,United Kingdom,3,5,4,4,13,544,Champions
17350,2011-12-01 15:47:00,4,1281.32,770,66,United Kingdom,9,5,4,4,13,544,Champions
14898,2011-11-16 14:54:00,6,1269.31,1001,86,United Kingdom,24,4,5,4,13,454,Champions
16688,2011-12-08 15:24:00,4,1260.86,804,52,United Kingdom,2,5,4,4,13,544,Champions
17019,2011-11-28 13:06:00,4,1258.08,820,166,United Kingdom,12,5,4,4,13,544,Champions
14931,2011-12-05 10:19:00,5,1257.68,417,30,Channel Islands,5,5,4,4,13,544,Champions
17481,2011-12-06 12:28:00,4,1255.59,1061,69,United Kingdom,4,5,4,4,13,544,Champions
12494,2011-11-24 09:34:00,7,1246.1000000000001,707,63,France,16,4,5,4,13,454,Champions
13860,2011-12-08 12:57:00,5,1245.9,591,58,United Kingdom,2,5,4,4,13,544,Champions
16531,2011-11-17 16:29:00,7,1244.59,915,68,United Kingdom,23,4,5,4,13,454,Champions
14428,2011-12-02 13:17:00,5,1224.06,428,108,United Kingdom,8,5,4,4,13,544,Champions
14698,2011-12-08 12:26:00,5,1217.27,602,148,United Kingdom,2,5,4,4,13,544,Champions
17526,2011-12-05 11:05:00,4,1195.8999999999999,310,17,United Kingdom,5,5,4,4,13,544,Champions
15145,2011-12-05 17:21:00,4,1194.73,756,54,United Kingdom,5,5,4,4,13,544,Champions
13882,2011-12-07 11:16:00,5,1191.13,953,54,United Kingdom,3,5,4,4,13,544,Champions
15737,2011-11-25 11:21:00,8,1188.1200000000001,597,60,United Kingdom,15,4,5,4,13,454,Champions
14487,2011-11-13 12:17:00,6,1165.48,712,112,United Kingdom,27,4,5,4,13,454,Champions
17867,2011-11-09 14:15:00,6,1157.8700000000001,508,62,United Kingdom,31,4,5,4,13,454,Champions
16062,2011-11-30 12:15:00,4,1153.62,800,50,United Kingdom,10,5,4,4,13,544,Champions
17135,2011-11-23 16:48:00,7,1139.73,1224,34,United Kingdom,17,4,5,4,13,454,Champions
15500,2011-12-01 13:47:00,4,1131.56,572,64,United Kingdom,9,5,4,4,13,544,Champions
14824,2011-11-29 14:20:00,4,1127.71,525,19,United Kingdom,11,5,4,4,13,544,Champions
14129,2011-12-08 11:02:00,5,1123.8600000000001,592,31,United Kingdom,2,5,4,4,13,544,Champions
17562,2011-11-25 14:21:00,7,1122.38,817,48,United Kingdom,15,4,5,4,13,454,Champions
16833,2011-12-08 14:39:00,4,1106.53,440,46,United Kingdom,2,5,4,4,13,544,Champions
14102,2011-12-04 15:38:00,5,1105.8799999999999,769,35,United Kingdom,6,5,4,4,13,544,Champions
13064,2011-11-27 12:31:00,4,1105.59,514,51,United Kingdom,13,5,4,4,13,544,Champions
14948,2011-11-16 17:16:00,6,1101.97,673,56,United Kingdom,24,4,5,4,13,454,Champions
14744,2011-11-23 12:51:00,7,1099.98,627,21,United Kingdom,17,4,5,4,13,454,Champions
16094,2011-11-28 12:45:00,4,1078.23,647,48,United Kingdom,12,5,4,4,13,544,Champions
15712,2011-11-30 14:09:00,5,1072.3600000000001,486,41,United Kingdom,10,5,4,4,13,544,Champions
17522,2011-12-08 12:31:00,5,1070.71,1034,59,United Kingdom,2,5,4,4,13,544,Champions
17287,2011-11-13 13:27:00,7,1049.06,556,88,United Kingdom,27,4,5,4,13,454,Champions
14293,2011-12-06 15:17:00,4,1046.56,709,51,United Kingdom,4,5,4,4,13,544,Champions
15434,2011-12-01 13:33:00,5,1041.48,647,40,United Kingdom,9,5,4,4,13,544,Champions
17042,2011-12-07 12:26:00,5,1036.58,990,74,United Kingdom,3,5,4,4,13,544,Champions
12691,2011-11-11 16:49:00,6,1035.8,394,21,France,29,4,5,4,13,454,Champions
12599,2011-11-10 13:34:00,7,1032.58,956,32,France,30,4,5,4,13,454,Champions
12724,2011-12-04 16:02:00,4,1031.41,445,47,France,6,5,4,4,13,544,Champions
17405,2011-12-08 17:12:00,3,1031.41,726,77,United Kingdom,2,5,4,4,13,544,Champions
16682,2011-12-05 12:13:00,5,1028.0,1040,15,United Kingdom,5,5,4,4,13,544,Champions
13956,2011-12-04 13:20:00,5,1019.27,486,123,United Kingdom,6,5,4,4,13,544,Champions
14446,2011-12-09 11:34:00,4,1010.35,916,233,United Kingdom,1,5,4,4,13,544,Champions
13429,2011-11-29 09:10:00,4,1006.8,1390,55,United Kingdom,11,5,4,4,13,544,Champions
18237,2011-12-07 12:49:00,5,987.1,622,40,United Kingdom,3,5,4,4,13,544,Champions
14583,2011-12-04 12:32:00,5,986.96,751,243,United Kingdom,6,5,4,4,13,544,Champions
13117,2011-11-18 12:02:00,8,984.91,945,66,United Kingdom,22,4,5,4,13,454,Champions
13026,2011-12-08 16:58:00,5,975.36,1620,32,United Kingdom,2,5,4,4,13,544,Champions
13138,2011-11-17 16:51:00,6,962.39,473,31,United Kingdom,23,4,5,4,13,454,Champions
12820,2011-12-06 15:12:00,4,942.34,722,55,United Kingdom,4,5,4,4,13,544,Champions
17227,2011-11-21 10:51:00,6,939.32,741,28,United Kingdom,19,4,5,4,13,454,Champions
17236,2011-11-27 12:00:00,6,916.13,474,88,United Kingdom,13,5,5,3,13,553,Loyal customers
14289,2011-12-01 11:44:00,6,911.26,292,33,United Kingdom,9,5,5,3,13,553,Loyal customers
13782,2011-11-27 11:54:00,6,908.86,369,96,United Kingdom,13,5,5,3,13,553,Loyal customers
13991,2011-11-27 16:18:00,6,852.88,995,58,United Kingdom,13,5,5,3,13,553,Loyal customers
16877,2011-11-27 13:47:00,6,846.62,458,111,United Kingdom,13,5,5,3,13,553,Loyal customers
16600,2011-12-05 16:00:00,6,813.52,1145,50,United Kingdom,5,5,5,3,13,553,Loyal customers
17114,2011-12-04 12:17:00,8,801.12,215,85,United Kingdom,6,5,5,3,13,553,Loyal customers
16915,2011-11-30 16:39:00,6,621.6800000000001,132,46,United Kingdom,10,5,5,3,13,553,Loyal customers
16180,2011-08-31 16:28:00,8,10254.18,5867,90,United Kingdom,101,2,5,5,12,255,At-risk customers
12980,2011-07-05 09:34:00,9,7374.900000000001,886,6,United Kingdom,158,2,5,5,12,255,At-risk customers
16745,2011-09-14 11:58:00,17,7180.7,6719,148,United Kingdom,87,2,5,5,12,255,At-risk customers
13027,2011-08-18 09:39:00,6,6912.0,17280,6,United Kingdom,114,2,5,5,12,255,At-risk customers
12359,2011-10-13 12:47:00,4,6310.03,1609,214,Cyprus,58,3,4,5,12,345,Loyal customers
15939,2011-09-11 11:30:00,15,6115.01,4728,28,United Kingdom,90,2,5,5,12,255,At-risk customers
14101,2011-09-27 12:28:00,6,5976.79,6942,15,United Kingdom,74,2,5,5,12,255,At-risk customers
13316,2011-11-02 13:40:00,4,5732.93,5508,66,United Kingdom,38,3,4,5,12,345,Loyal customers
16553,2011-06-29 15:42:00,12,5719.82,4600,62,United Kingdom,164,2,5,5,12,255,At-risk customers
17061,2011-09-27 11:24:00,11,5232.2300000000005,1526,57,United Kingdom,74,2,5,5,12,255,At-risk customers
16258,2011-10-25 13:30:00,5,5203.51,2994,111,United Kingdom,46,3,4,5,12,345,Loyal customers
12432,2011-10-28 11:43:00,5,5059.32,1801,107,Norway,43,3,4,5,12,345,Loyal customers
15786,2011-10-24 14:13:00,3,4919.0,3340,257,United Kingdom,47,3,4,5,12,345,Loyal customers
14286,2011-11-16 10:34:00,3,4628.75,4338,220,United Kingdom,24,4,3,5,12,435,Other customers
14277,2011-11-24 15:01:00,3,4188.0,1976,195,France,16,4,3,5,12,435,Other customers
15416,2011-10-06 09:38:00,4,3984.32,2090,165,United Kingdom,65,3,4,5,12,345,Loyal customers
13523,2011-11-06 15:11:00,5,3964.88,1752,157,United Kingdom,34,3,4,5,12,345,Loyal customers
18073,2011-08-17 14:02:00,12,3859.82,3102,23,United Kingdom,115,2,5,5,12,255,At-risk customers
14145,2011-10-24 12:10:00,4,3742.2,756,6,United Kingdom,47,3,4,5,12,345,Loyal customers
16240,2011-11-15 14:30:00,2,3718.8,1641,126,United Kingdom,25,4,3,5,12,435,Other customers
14364,2011-08-23 11:01:00,8,3717.35,1967,61,United Kingdom,109,2,5,5,12,255,At-risk customers
17819,2011-09-29 10:52:00,7,3704.87,1031,36,United Kingdom,72,2,5,5,12,255,At-risk customers
15379,2011-06-23 13:13:00,7,3703.29,2305,145,United Kingdom,170,2,5,5,12,255,At-risk customers
15581,2011-08-11 09:38:00,13,3675.77,283,134,United Kingdom,121,2,5,5,12,255,At-risk customers
13082,2011-08-05 16:16:00,9,3613.63,4324,63,United Kingdom,127,2,5,5,12,255,At-risk customers
18079,2011-10-25 15:27:00,4,3613.15,7347,99,United Kingdom,46,3,4,5,12,345,Loyal customers
15505,2011-10-18 07:56:00,5,3610.96,2390,90,United Kingdom,53,3,4,5,12,345,Loyal customers
12370,2011-10-19 14:51:00,4,3541.94,2352,143,Cyprus,52,3,4,5,12,345,Loyal customers
15410,2011-09-16 14:47:00,8,3450.84,1200,48,United Kingdom,85,2,5,5,12,255,At-risk customers
15676,2011-11-21 12:40:00,3,3435.76,2252,191,United Kingdom,19,4,3,5,12,435,Other customers
15228,2011-10-04 13:56:00,4,3386.71,2255,110,United Kingdom,67,3,4,5,12,345,Loyal customers
12643,2011-08-03 12:56:00,6,3344.64,1808,11,France,129,2,5,5,12,255,At-risk customers
12613,2011-10-13 14:59:00,5,3344.38,1644,124,Germany,58,3,4,5,12,345,Loyal customers
13015,2011-10-17 13:19:00,5,3339.64,1609,156,United Kingdom,54,3,4,5,12,345,Loyal customers
15764,2011-09-12 17:58:00,6,3279.97,2050,150,United Kingdom,89,2,5,5,12,255,At-risk customers
17723,2011-08-04 18:37:00,6,3276.4000000000005,792,4,United Kingdom,128,2,5,5,12,255,At-risk customers
13868,2011-12-02 16:32:00,2,3192.54,1964,32,United Kingdom,8,5,2,5,12,525,New customers
14844,2011-10-07 10:41:00,4,3189.81,1833,87,United Kingdom,64,3,4,5,12,345,Loyal customers
17050,2011-09-04 13:48:00,6,3185.64,1595,169,United Kingdom,97,2,5,5,12,255,At-risk customers
15065,2011-11-02 09:45:00,4,3158.13,1383,148,United Kingdom,38,3,4,5,12,345,Loyal customers
15491,2011-09-05 15:56:00,6,3100.09,1646,108,United Kingdom,96,2,5,5,12,255,At-risk customers
14257,2011-10-06 16:54:00,5,3099.7200000000003,1682,88,United Kingdom,65,3,4,5,12,345,Loyal customers
15998,2011-11-03 12:45:00,5,3080.22,2032,370,United Kingdom,37,3,4,5,12,345,Loyal customers
13631,2011-09-01 09:57:00,11,3070.42,467,6,United Kingdom,100,2,5,5,12,255,At-risk customers
16940,2011-10-18 13:15:00,3,3049.88,2169,226,United Kingdom,53,3,4,5,12,345,Loyal customers
18094,2011-09-19 09:28:00,7,3017.3,2518,39,United Kingdom,82,2,5,5,12,255,At-risk customers
14307,2011-09-12 09:38:00,6,2995.72,2058,150,United Kingdom,89,2,5,5,12,255,At-risk customers
14842,2011-10-27 12:37:00,4,2824.69,1166,128,United Kingdom,44,3,4,5,12,345,Loyal customers
16928,2011-09-20 15:10:00,17,2814.7,2092,69,United Kingdom,81,2,5,5,12,255,At-risk customers
12356,2011-11-17 08:40:00,3,2811.43,1591,53,Portugal,23,4,3,5,12,435,Other customers
16081,2011-10-14 13:06:00,5,2799.42,1473,175,United Kingdom,57,3,4,5,12,345,Loyal customers
13174,2011-11-23 14:35:00,3,2742.82,1352,228,United Kingdom,17,4,3,5,12,435,Other customers
14854,2011-09-22 17:00:00,7,2740.03,1820,110,United Kingdom,79,2,5,5,12,255,At-risk customers
13771,2011-10-06 14:18:00,4,2634.45,1477,114,United Kingdom,65,3,4,5,12,345,Loyal customers
18260,2011-06-20 12:37:00,6,2628.35,1475,86,United Kingdom,173,2,5,5,12,255,At-risk customers
12836,2011-10-11 15:10:00,4,2610.36,1062,148,United Kingdom,60,3,4,5,12,345,Loyal customers
13136,2011-10-14 13:41:00,5,2607.61,1328,94,United Kingdom,57,3,4,5,12,345,Loyal customers
17317,2011-10-24 17:19:00,3,2600.34,1146,8,United Kingdom,47,3,4,5,12,345,Loyal customers
16919,2011-07-06 13:35:00,11,2592.25,1403,141,United Kingdom,157,2,5,5,12,255,At-risk customers
15485,2011-11-09 14:31:00,3,2564.5,1281,59,United Kingdom,31,4,3,5,12,435,Other customers
16308,2011-11-02 11:24:00,4,2560.0,8000,1,United Kingdom,38,3,4,5,12,345,Loyal customers
17589,2011-10-10 16:58:00,4,2404.17,1631,172,United Kingdom,61,3,4,5,12,345,Loyal customers
15288,2011-10-27 16:58:00,5,2306.52,775,80,United Kingdom,44,3,4,5,12,345,Loyal customers
16771,2011-11-06 13:28:00,5,2242.61,1487,200,United Kingdom,34,3,4,5,12,345,Loyal customers
15834,2011-09-30 14:41:00,4,2225.15,961,242,United Kingdom,71,3,4,5,12,345,Loyal customers
15722,2011-11-04 11:43:00,5,2211.21,1023,45,United Kingdom,36,3,4,5,12,345,Loyal customers
17591,2011-09-27 13:42:00,7,2203.67,1000,81,United Kingdom,74,2,5,5,12,255,At-risk customers
14700,2011-11-07 14:40:00,3,2195.1,1314,80,United Kingdom,33,4,3,5,12,435,Other customers
12909,2011-10-31 12:43:00,5,2178.67,1280,78,United Kingdom,40,3,4,5,12,345,Loyal customers
12633,2011-10-12 11:40:00,4,2163.98,1162,73,Germany,59,3,4,5,12,345,Loyal customers
14407,2011-08-24 14:02:00,6,2157.73,1415,67,United Kingdom,108,2,5,5,12,255,At-risk customers
17272,2011-10-28 16:37:00,4,2148.63,1778,70,United Kingdom,43,3,4,5,12,345,Loyal customers
15815,2011-10-07 12:42:00,5,2100.6,1856,33,United Kingdom,64,3,4,5,12,345,Loyal customers
16875,2011-10-03 13:39:00,5,2095.53,1069,93,United Kingdom,68,3,4,5,12,345,Loyal customers
13265,2011-10-17 15:02:00,5,2092.66,1740,66,United Kingdom,54,3,4,5,12,345,Loyal customers
12928,2011-11-04 14:24:00,5,2062.7000000000003,1472,59,United Kingdom,36,3,4,5,12,345,Loyal customers
17667,2011-10-04 14:32:00,5,2055.51,1033,85,United Kingdom,67,3,4,5,12,345,Loyal customers
17612,2011-10-17 14:59:00,6,2048.45,1808,116,United Kingdom,54,3,5,4,12,354,Loyal customers
17625,2011-11-21 13:36:00,4,2020.4,1180,223,United Kingdom,19,4,4,4,12,444,Champions
18069,2011-11-13 16:03:00,5,2009.24,1296,334,United Kingdom,27,4,4,4,12,444,Champions
18188,2011-11-24 16:46:00,3,2001.04,1168,63,United Kingdom,16,4,4,4,12,444,Champions
17088,2011-11-11 14:23:00,4,1991.01,868,96,United Kingdom,29,4,4,4,12,444,Champions
14462,2011-10-04 15:55:00,11,1980.57,956,150,United Kingdom,67,3,5,4,12,354,Loyal customers
13725,2011-10-21 10:03:00,8,1980.56,806,95,United Kingdom,50,3,5,4,12,354,Loyal customers
15531,2011-12-01 18:43:00,2,1972.39,1085,196,United Kingdom,9,5,3,4,12,534,Other customers
16341,2011-11-15 09:12:00,4,1971.87,1398,60,United Kingdom,25,4,4,4,12,444,Champions
14506,2011-11-22 13:02:00,5,1960.65,704,204,United Kingdom,18,4,4,4,12,444,Champions
15493,2011-11-07 12:04:00,5,1953.41,551,177,United Kingdom,33,4,4,4,12,444,Champions
15814,2011-11-23 08:17:00,4,1945.33,1271,63,United Kingdom,17,4,4,4,12,444,Champions
14418,2011-12-06 11:39:00,3,1937.25,1711,114,United Kingdom,4,5,3,4,12,534,Other customers
15157,2011-12-06 11:28:00,3,1936.07,2392,125,United Kingdom,4,5,3,4,12,534,Other customers
15518,2011-10-06 13:05:00,8,1921.55,1263,135,United Kingdom,65,3,5,4,12,354,Loyal customers
14285,2011-11-18 14:50:00,4,1910.01,541,18,United Kingdom,22,4,4,4,12,444,Champions
14250,2011-12-02 14:30:00,3,1904.05,1200,94,United Kingdom,8,5,3,4,12,534,Other customers
16170,2011-10-20 08:21:00,6,1885.05,1770,106,United Kingdom,51,3,5,4,12,354,Loyal customers
16128,2011-11-22 11:14:00,5,1880.22,988,76,United Kingdom,18,4,4,4,12,444,Champions
17738,2011-11-20 15:05:00,4,1879.05,1029,89,United Kingdom,20,4,4,4,12,444,Champions
17463,2011-11-23 13:40:00,5,1875.86,1086,162,United Kingdom,17,4,4,4,12,444,Champions
17469,2011-11-23 13:15:00,5,1870.97,787,61,United Kingdom,17,4,4,4,12,444,Champions
16841,2011-11-03 11:51:00,6,1869.82,2250,101,United Kingdom,37,3,5,4,12,354,Loyal customers
12950,2011-12-07 13:17:00,3,1843.0,1380,13,United Kingdom,3,5,3,4,12,534,Other customers
16455,2011-10-07 12:17:00,7,1841.18,988,69,United Kingdom,64,3,5,4,12,354,Loyal customers
17015,2011-11-11 10:45:00,3,1838.6100000000001,1978,182,United Kingdom,29,4,4,4,12,444,Champions
17702,2011-11-09 16:03:00,4,1824.37,1353,58,United Kingdom,31,4,4,4,12,444,Champions
17828,2011-11-17 08:41:00,4,1820.09,667,54,Malta,23,4,4,4,12,444,Champions
13048,2011-11-25 13:23:00,4,1819.41,1228,77,United Kingdom,15,4,4,4,12,444,Champions
15220,2011-10-19 12:39:00,6,1778.96,1393,110,United Kingdom,52,3,5,4,12,354,Loyal customers
15594,2011-11-24 08:53:00,5,1771.78,983,85,United Kingdom,16,4,4,4,12,444,Champions
15241,2011-10-04 09:05:00,8,1756.44,1818,82,United Kingdom,67,3,5,4,12,354,Loyal customers
15950,2011-11-08 11:09:00,4,1744.71,719,86,United Kingdom,32,4,4,4,12,444,Champions
15267,2011-11-17 15:59:00,5,1717.36,944,8,United Kingdom,23,4,4,4,12,444,Champions
17147,2011-11-17 12:32:00,4,1714.59,882,68,United Kingdom,23,4,4,4,12,444,Champions
12843,2011-10-05 12:09:00,8,1702.26,781,69,United Kingdom,66,3,5,4,12,354,Loyal customers
17193,2011-11-04 12:47:00,7,1699.3000000000002,1254,17,United Kingdom,36,3,5,4,12,354,Loyal customers
13824,2011-11-07 12:41:00,5,1698.94,768,34,United Kingdom,33,4,4,4,12,444,Champions
17813,2011-11-25 16:13:00,5,1698.07,752,297,United Kingdom,15,4,4,4,12,444,Champions
16671,2011-11-11 13:40:00,3,1692.27,875,3,United Kingdom,29,4,4,4,12,444,Champions
13577,2011-11-14 15:19:00,4,1687.6000000000001,791,61,United Kingdom,26,4,4,4,12,444,Champions
13149,2011-11-25 13:09:00,4,1676.06,1280,76,United Kingdom,15,4,4,4,12,444,Champions
17284,2011-10-10 14:38:00,6,1647.48,1362,229,United Kingdom,61,3,5,4,12,354,Loyal customers
14759,2011-12-05 12:03:00,3,1625.97,569,92,United Kingdom,5,5,3,4,12,534,Other customers
18161,2011-11-24 16:40:00,5,1618.69,812,49,United Kingdom,16,4,4,4,12,444,Champions
14336,2011-11-23 11:40:00,4,1614.91,1759,77,United Kingdom,17,4,4,4,12,444,Champions
14312,2011-10-24 09:46:00,6,1611.59,1012,74,United Kingdom,47,3,5,4,12,354,Loyal customers
16466,2011-11-06 11:35:00,7,1595.96,785,103,United Kingdom,34,3,5,4,12,354,Loyal customers
13614,2011-11-15 14:47:00,4,1585.46,564,171,United Kingdom,25,4,4,4,12,444,Champions
17671,2011-11-24 12:21:00,4,1572.71,772,40,United Kingdom,16,4,4,4,12,444,Champions
15532,2011-11-14 14:51:00,4,1564.73,515,205,United Kingdom,26,4,4,4,12,444,Champions
13313,2011-11-17 16:48:00,5,1555.32,851,47,United Kingdom,23,4,4,4,12,444,Champions
15117,2011-11-25 08:12:00,5,1551.78,1948,63,United Kingdom,15,4,4,4,12,444,Champions
16369,2011-11-21 16:25:00,3,1545.41,1030,91,United Kingdom,19,4,4,4,12,444,Champions
17837,2011-10-28 16:13:00,8,1541.23,510,110,United Kingdom,43,3,5,4,12,354,Loyal customers
17159,2011-11-18 10:52:00,3,1538.88,1111,96,United Kingdom,22,4,4,4,12,444,Champions
16066,2011-11-23 11:54:00,5,1521.04,935,77,United Kingdom,17,4,4,4,12,444,Champions
16748,2011-11-22 10:17:00,5,1515.9,880,42,United Kingdom,18,4,4,4,12,444,Champions
12937,2011-11-24 15:05:00,4,1504.27,1007,81,United Kingdom,16,4,4,4,12,444,Champions
16279,2011-11-18 15:00:00,3,1502.78,1046,102,United Kingdom,22,4,4,4,12,444,Champions
15530,2011-11-18 12:25:00,4,1497.31,938,90,United Kingdom,22,4,4,4,12,444,Champions
15983,2011-11-17 17:34:00,4,1465.12,886,82,United Kingdom,23,4,4,4,12,444,Champions
13477,2011-11-02 12:04:00,6,1454.58,1021,57,United Kingdom,38,3,5,4,12,354,Loyal customers
14541,2011-10-12 10:08:00,8,1453.35,641,71,United Kingdom,59,3,5,4,12,354,Loyal customers
16059,2011-10-05 09:56:00,6,1453.16,641,126,United Kingdom,66,3,5,4,12,354,Loyal customers
14404,2011-11-06 12:30:00,6,1449.32,827,70,United Kingdom,34,3,5,4,12,354,Loyal customers
17073,2011-11-22 11:47:00,4,1446.09,759,142,United Kingdom,18,4,4,4,12,444,Champions
14035,2011-11-11 10:03:00,5,1428.02,739,41,United Kingdom,29,4,4,4,12,444,Champions
15858,2011-11-24 12:48:00,5,1427.57,1163,145,United Kingdom,16,4,4,4,12,444,Champions
15681,2011-11-14 16:30:00,5,1426.16,816,32,United Kingdom,26,4,4,4,12,444,Champions
15106,2011-11-22 09:16:00,5,1422.52,1181,90,United Kingdom,18,4,4,4,12,444,Champions
16463,2011-11-18 14:01:00,4,1422.4,1163,74,United Kingdom,22,4,4,4,12,444,Champions
16571,2011-11-13 11:46:00,3,1421.69,1239,73,United Kingdom,27,4,4,4,12,444,Champions
14748,2011-11-10 18:33:00,5,1415.75,1223,87,United Kingdom,30,4,4,4,12,444,Champions
16348,2011-11-07 15:44:00,7,1415.65,805,157,United Kingdom,33,3,5,4,12,354,Loyal customers
16245,2011-11-16 10:14:00,3,1413.66,1014,80,United Kingdom,24,4,4,4,12,444,Champions
15444,2011-11-30 17:37:00,2,1411.21,759,191,United Kingdom,10,5,3,4,12,534,Other customers
15426,2011-11-20 15:36:00,5,1404.07,656,217,United Kingdom,20,4,4,4,12,444,Champions
18116,2011-10-03 11:00:00,8,1403.1100000000001,837,230,United Kingdom,68,3,5,4,12,354,Loyal customers
15563,2011-11-17 14:50:00,4,1400.44,1501,88,United Kingdom,23,4,4,4,12,444,Champions
13995,2011-11-24 14:22:00,5,1393.69,879,55,United Kingdom,16,4,4,4,12,444,Champions
12775,2011-11-22 16:33:00,5,1386.04,877,47,Netherlands,18,4,4,4,12,444,Champions
18167,2011-11-16 15:56:00,3,1384.8600000000001,382,24,United Kingdom,24,4,4,4,12,444,Champions
14116,2011-11-20 10:29:00,5,1382.74,707,61,United Kingdom,20,4,4,4,12,444,Champions
17621,2011-11-18 17:11:00,3,1379.9,514,24,United Kingdom,22,4,4,4,12,444,Champions
16726,2011-11-13 14:53:00,5,1358.74,945,121,United Kingdom,27,4,4,4,12,444,Champions
17054,2011-11-11 12:56:00,5,1356.33,804,64,United Kingdom,29,4,4,4,12,444,Champions
15116,2011-11-22 12:25:00,4,1352.75,648,37,United Kingdom,18,4,4,4,12,444,Champions
16079,2011-11-23 12:48:00,3,1352.0,864,18,United Kingdom,17,4,4,4,12,444,Champions
15411,2011-11-13 15:19:00,4,1348.93,529,86,United Kingdom,27,4,4,4,12,444,Champions
16669,2011-11-16 12:26:00,3,1348.88,881,141,United Kingdom,24,4,4,4,12,444,Champions
15059,2011-10-30 11:35:00,9,1337.72,604,161,United Kingdom,41,3,5,4,12,354,Loyal customers
17372,2011-10-30 11:37:00,8,1337.18,747,215,United Kingdom,41,3,5,4,12,354,Loyal customers
14064,2011-11-10 13:14:00,5,1334.34,1772,59,United Kingdom,30,4,4,4,12,444,Champions
15680,2011-11-30 13:46:00,3,1333.68,952,61,United Kingdom,10,5,3,4,12,534,Other customers
17932,2011-11-10 19:49:00,3,1331.57,789,84,United Kingdom,30,4,4,4,12,444,Champions
17633,2011-11-08 13:25:00,4,1324.84,644,59,United Kingdom,32,4,4,4,12,444,Champions
17095,2011-11-17 12:21:00,3,1324.16,618,69,United Kingdom,23,4,4,4,12,444,Champions
14591,2011-11-24 13:57:00,4,1320.21,1228,138,United Kingdom,16,4,4,4,12,444,Champions
12526,2011-12-09 12:09:00,3,1316.66,632,64,Germany,1,5,3,4,12,534,Other customers
14738,2011-10-28 08:56:00,7,1314.45,601,39,United Kingdom,43,3,5,4,12,354,Loyal customers
14477,2011-11-20 11:11:00,4,1309.6,720,7,United Kingdom,20,4,4,4,12,444,Champions
14297,2011-11-22 09:06:00,4,1305.33,865,48,United Kingdom,18,4,4,4,12,444,Champions
12488,2011-11-30 08:50:00,3,1298.66,529,46,France,10,5,3,4,12,534,Other customers
16464,2011-11-20 12:11:00,3,1298.66,952,152,United Kingdom,20,4,4,4,12,444,Champions
13538,2011-10-27 16:34:00,7,1280.85,175,10,United Kingdom,44,3,5,4,12,354,Loyal customers
16660,2011-11-23 14:53:00,4,1267.6499999999999,571,16,United Kingdom,17,4,4,4,12,444,Champions
15009,2011-11-27 13:35:00,3,1259.43,639,148,United Kingdom,13,5,3,4,12,534,Other customers
16639,2011-11-08 13:20:00,3,1257.51,510,48,United Kingdom,32,4,4,4,12,444,Champions
17584,2011-12-02 17:12:00,2,1242.3,458,30,United Kingdom,8,5,3,4,12,534,Other customers
14893,2011-11-30 12:31:00,2,1237.8500000000001,799,72,United Kingdom,10,5,3,4,12,534,Other customers
12997,2011-11-17 15:47:00,4,1226.89,664,45,United Kingdom,23,4,4,4,12,444,Champions
13208,2011-10-12 09:54:00,6,1217.65,803,124,United Kingdom,59,3,5,4,12,354,Loyal customers
13491,2011-10-19 08:32:00,10,1215.82,903,73,United Kingdom,52,3,5,4,12,354,Loyal customers
17410,2011-11-23 15:46:00,5,1214.72,616,57,United Kingdom,17,4,4,4,12,444,Champions
18263,2011-11-14 09:00:00,3,1213.1599999999999,1468,59,United Kingdom,26,4,4,4,12,444,Champions
16762,2011-11-20 11:43:00,3,1207.24,480,51,United Kingdom,20,4,4,4,12,444,Champions
14684,2011-11-14 11:33:00,5,1201.51,821,231,United Kingdom,26,4,4,4,12,444,Champions
13118,2011-11-20 12:46:00,5,1197.81,410,68,United Kingdom,20,4,4,4,12,444,Champions
17720,2011-11-13 15:04:00,4,1195.94,576,39,United Kingdom,27,4,4,4,12,444,Champions
17800,2011-11-02 12:57:00,9,1187.21,732,51,United Kingdom,38,3,5,4,12,354,Loyal customers
16042,2011-11-17 17:50:00,5,1177.47,743,68,United Kingdom,23,4,4,4,12,444,Champions
14737,2011-12-06 10:16:00,3,1164.55,345,15,United Kingdom,4,5,3,4,12,534,Other customers
14447,2011-11-21 08:28:00,5,1163.23,571,54,United Kingdom,19,4,4,4,12,444,Champions
13499,2011-11-22 11:21:00,5,1159.11,1365,31,United Kingdom,18,4,4,4,12,444,Champions
16184,2011-10-06 17:43:00,6,1158.79,561,26,United Kingdom,65,3,5,4,12,354,Loyal customers
17348,2011-11-25 11:25:00,5,1156.6,1398,180,United Kingdom,15,4,4,4,12,444,Champions
17500,2011-11-22 14:25:00,3,1138.0,17,3,United Kingdom,18,4,4,4,12,444,Champions
