stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,36,17,36,0.03240005731479508,2.1140711220110364
22435,SET OF 9 HEART SHAPED BALLOONS,3445.5,2757,266,153,268,0.032376095902938315,1.249727965179543
23350,ROLL WRAP VINTAGE SPOT,3445.08,2712,305,205,311,0.03237214931745602,1.2703097345132743
23426,METAL SIGN DROP YOUR PANTS,3444.4300000000003,1275,206,126,208,0.03236604150659057,2.701513725490196
21588,RETROSPOT GIANT TUBE MATCHES,3442.5,1494,132,99,135,0.03234790600663623,2.3042168674698793
21385,IVORY HANGING DECORATION  HEART,3442.45,3883,317,153,326,0.0323474361750312,0.8865439093484418
23536,VILLAGE SHOW WALL ART,3442.13,626,85,68,85,0.032344429252758974,5.498610223642173
23232,WRAP VINTAGE PETALS  DESIGN,3436.92,8526,238,188,239,0.03229547279951437,0.4031104855735398
21463,MIRRORED DISCO BALL,3435.05,649,134,77,134,0.03227790109748607,5.292835130970724
23388,WOODLAND MINI BACKPACK,3432.09,821,154,115,154,0.03225008706646802,4.180377588306943
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.3999999999996,3740,322,235,330,0.03222481012611715,0.9169518716577539
23065,LARGE DECO JEWELLERY STAND,3427.44,273,99,81,99,0.032206392727199794,12.554725274725275
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,205,117,207,0.032167396703981915,2.05603003003003
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.5800000000004,856,209,122,211,0.03213253519888835,3.9948364485981314
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,230,103,230,0.032110922945056755,3.813928571428572
47567B,TEA TIME KITCHEN APRON,3414.5000000000005,602,133,81,134,0.03208480030781683,5.671926910299004
22300,COFFEE MUG DOG + BALL DESIGN,3409.21,1528,196,100,196,0.032035092124004155,2.231158376963351
21497,FANCY FONTS BIRTHDAY WRAP,3409.0,8550,230,177,230,0.03203311883126301,0.3987134502923977
22311,OFFICE MUG WARMER BLACK+SILVER,3403.76,1132,142,61,144,0.031983880479055385,3.006855123674912
22782,SET 3 WICKER STORAGE BASKETS,3399.95,241,74,65,74,0.031948079310751734,14.107676348547717
21429,RED GINGHAM ROSE JEWELLERY BOX,3391.1499999999996,1740,286,147,291,0.03186538894826564,1.9489367816091951
22029,SPACEBOY BIRTHDAY CARD,3387.5699999999997,8161,527,234,528,0.031831749005345154,0.4150925131724053
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3384.98,1003,313,78,314,0.03180741172820436,3.374855433698903
22653,BUTTON BOX,3378.5,1876,250,73,253,0.03174652155219187,1.80090618336887
79000,MOROCCAN TEA GLASS,3357.34,4162,125,69,125,0.031547688816941206,0.8066650648726574
21993,FLORAL FOLK STATIONERY SET,3355.84,1937,425,151,427,0.03153359386879016,1.7324935467217346
22687,DOORMAT CHRISTMAS VILLAGE,3354.22,590,52,30,52,0.03151837132478704,5.6851186440677965
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,178,125,181,0.03151480060458878,3.983182897862233
22563,HAPPY STENCIL CRAFT,3348.1800000000003,2823,281,171,284,0.03146161566689886,1.186036131774708
22432,WATERING CAN PINK BUNNY,3342.8199999999997,1716,277,158,279,0.031411249718839136,1.9480303030303028
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",3328.2,415,146,27,147,0.031273870957527004,8.019759036144578
22079,RIBBON REEL HEARTS DESIGN,3325.29,1897,323,190,326,0.031246526758113985,1.7529204006325778
22855,FINE WICKER HEART,3301.73,2642,237,152,238,0.031025142105821656,1.2497085541256623
22962,JAM JAR WITH PINK LID,3288.11,3896,342,180,342,0.03089715997661022,0.8439707392197126
22244,3 HOOK HANGER MAGIC GARDEN,3276.2099999999996,1703,159,66,160,0.030785340054611962,1.9237874339401055
22460,EMBOSSED GLASS TEALIGHT HOLDER,3273.5,2546,211,118,211,0.030759875181619087,1.2857423409269442
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.61,6139,382,209,389,0.030751512179049468,0.5330851930281805
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.4100000000003,1171,138,122,138,0.03074023622052864,2.793689154568745
21868,POTTING SHED TEA MUG,3259.75,2477,302,153,304,0.030630671490234556,1.3160072668550666
23395,BELLE JARDINIERE CUSHION COVER,3257.08,748,210,141,211,0.030605582482525703,4.354385026737968
23053,RECYCLED ACAPULCO MAT PINK,3254.32,364,164,105,164,0.030579647777927793,8.940439560439561
22567,20 DOLLY PEGS RETROSPOT,3251.6,2448,222,135,224,0.030554088938613905,1.328267973856209
22187,GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,192,123,194,0.0304984608765778,2.563728278041074
22430,ENAMEL WATERING CAN CREAM,3241.34,617,195,131,196,0.030457679493260795,5.253387358184765
22746,POPPY'S PLAYHOUSE LIVINGROOM,3236.5400000000004,1447,328,179,329,0.030412575659177474,2.2367242570836217
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,95,162,0.03028994961026342,8.831479452054793
23230,WRAP ALPHABET DESIGN,3217.92,7976,235,178,235,0.030237610369462563,0.40345035105315946
20973,12 PENCIL SMALL TUBE WOODLAND,3210.27,4497,355,191,365,0.030165726133892262,0.7138692461641094
23393,HOME SWEET HOME CUSHION COVER,3207.91,801,229,165,231,0.03014355008213462,4.004881398252184
21135,VICTORIAN  METAL POSTCARD SPRING,3206.0,2869,177,122,182,0.030125602514822297,1.1174625304984316
23035,DRAWER KNOB CERAMIC IVORY,3199.99,2191,191,110,192,0.030069128755897134,1.460515746234596
22360,GLASS JAR ENGLISH CONFECTIONERY,3192.82,1010,214,102,215,0.03000175490373516,3.1612079207920796
22491,PACK OF 12 COLOURED PENCILS,3183.6299999999997,3947,219,162,221,0.02991539985472979,0.8065948821890042
23342,MINT DINER WALL CLOCK,3176.41,373,163,105,163,0.029847556170962783,8.515844504021448
21115,ROSE CARAVAN DOORSTOP,3162.24,562,162,104,163,0.029714405894095963,5.626761565836299
22778,GLASS CLOCHE SMALL,3146.82,808,143,80,148,0.029569509827103282,3.8945792079207924
23323,WHITE WICKER STAR,3146.78,1469,294,210,302,0.02956913396181925,2.14212389380531
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3145.05,721,157,83,157,0.02955287778828505,4.362066574202497
22465,HANGING METAL STAR LANTERN,3141.5399999999995,2053,198,119,200,0.029519895609611612,1.5302191914271794
84968A,SET OF 16 VINTAGE ROSE CUTLERY,3139.2999999999997,267,98,32,99,0.029498847153706063,11.757677902621722
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3131.24,1811,224,88,226,0.029423110298974476,1.7290115958034233
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3127.38,1281,213,116,214,0.029386839299065805,2.4413583138173305
23346,SPACEBOY BEAKER,3112.34,2628,184,106,186,0.02924551395227138,1.1842998477929985
21240,BLUE POLKADOT CUP,3110.2599999999998,3570,325,149,327,0.029225968957501933,0.8712212885154061
20754,RETROSPOT RED WASHING UP GLOVES,3088.86,1457,304,153,307,0.0290248810305471,2.1200137268359645
20828,GLITTER BUTTERFLY CLIPS,3074.7799999999997,1128,241,116,248,0.02889257645056934,2.725868794326241
22972,CHILDREN'S SPACEBOY MUG,3067.64,1795,229,139,230,0.02882548449737039,1.7089916434540389
22564,ALPHABET STENCIL CRAFT,3057.27,2697,186,120,186,0.028728041422486205,1.1335817575083427
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,3052.9199999999996,364,67,0,70,0.028687166072848186,8.387142857142855
23461,SWEETHEART BIRD HOUSE,3041.21,847,94,75,100,0.028577131510949073,3.5905667060212516
22604,SET OF 4 NAPKIN CHARMS CUTLERY,3039.66,1251,125,77,129,0.028562566731192996,2.4297841726618703
23329,DECORATIVE WICKER HEART LARGE,3038.1899999999996,1767,233,168,250,0.028548753682004973,1.7194057724957552
22894,TABLECLOTH RED APPLES DESIGN,3027.3799999999997,305,122,82,123,0.02844717608899648,9.925836065573769
23390,DOLLY GIRL MINI BACKPACK,3025.59,747,163,117,166,0.028430356117536245,4.050321285140562
23242,TREASURE TIN BUFFALO BILL,3024.63,1470,214,132,217,0.02842133535071958,2.057571428571429
22810,SET OF 6 T-LIGHTS SNOWMEN,3022.0800000000004,944,165,106,166,0.028397373938862814,3.2013559322033904
22892,SET OF SALT AND PEPPER TOADSTOOLS,3021.6,2472,199,117,199,0.02839286355545448,1.2223300970873785
22592,CARDHOLDER HOLLY WREATH METAL,3021.12,658,135,79,135,0.028388353172046146,4.591367781155015
21714,CITRONELLA CANDLE GARDEN POT,3010.65,1651,225,106,227,0.028289970433951886,1.8235311932162326
22945,CHRISTMAS METAL TAGS ASSORTED,3008.92,2991,172,118,175,0.028273714260417693,1.0059913072550986
23231,WRAP DOILEY DESIGN,3008.34,7277,260,190,260,0.02826826421379929,0.41340387522330635
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2987.82,1240,101,44,104,0.028075445323093064,2.4095322580645164
22644,CERAMIC CHERRY CAKE MONEY BANK,2986.97,2214,276,146,276,0.02806745818580747,1.3491282746160793
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2985.84,1652,193,116,194,0.028056839991533692,1.8074092009685232
21810,CHRISTMAS HANGING STAR WITH BELL,2981.8399999999997,5840,252,129,263,0.028019253463130913,0.5105890410958903
16161P,WRAP ENGLISH ROSE,2980.42,7201,248,189,248,0.028005910245547935,0.4138897375364533
22331,WOODLAND PARTY BAG + STICKER SET,2975.14,1840,183,101,183,0.02795629602805627,1.6169239130434783
21411,GINGHAM HEART  DOORSTOP RED,2961.83,785,241,147,243,0.027831226854796047,3.773031847133758
22777,GLASS BELL JAR LARGE,2951.53,352,58,37,58,0.02773444154415891,8.385028409090909
21918,SET 12 KIDS COLOUR  CHALK STICKS,2950.25,7199,369,193,372,0.027722413855070023,0.40981386303653283
22906,12 MESSAGE CARDS WITH ENVELOPES,2947.87,1733,251,150,258,0.02770004987067037,1.7010213502596652
21625,VINTAGE UNION JACK APRON,2939.51,407,169,97,170,0.02762149402630858,7.222383292383293
35004B,SET OF 3 BLACK FLYING DUCKS,2934.8100000000004,577,111,30,112,0.02757732985543532,5.086325823223571
23211,RED ROCKING HORSE HAND PAINTED,2930.57,2329,160,82,162,0.02753748813532838,1.2582954057535423
85174,S/4 CACTI CANDLES,2927.08,613,157,55,157,0.02750469388929696,4.775008156606852
22078,RIBBON REEL LACE DESIGN,2923.21,1369,192,105,197,0.02746832892306728,2.1352885317750183
22990,COTTON APRON PANTRY DESIGN,2917.4300000000003,633,164,117,166,0.027414016389525276,4.6088941548183255
22965,3 TRADITIONAL COOKIE CUTTERS  SET,2910.61,1371,236,171,237,0.027349931358598544,2.122983223924143
22843,BISCUIT TIN VINTAGE GREEN,2904.52,450,126,92,126,0.027292705869105323,6.454488888888889
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,963,39,33,40,0.027232567423660883,3.0094704049844236
21313,GLASS HEART T-LIGHT HOLDER,2893.77,3321,214,96,214,0.02719169207402287,0.8713550135501354
23290,SPACEBOY CHILDRENS BOWL,2890.3500000000004,2430,214,125,214,0.027159555592238503,1.1894444444444445
23345,DOLLY GIRL BEAKER,2886.25,2451,174,100,176,0.02712102940062566,1.177580579355365
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2885.13,1359,82,37,82,0.02711050517267288,2.1229801324503312
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2871.75,2254,140,56,141,0.02698477823516561,1.2740683229813665
21990,MODERN FLORAL STATIONERY SET,2870.0,1672,366,127,369,0.026968334128989396,1.7165071770334928
21976,PACK OF 60 MUSHROOM CAKE CASES,2869.9,5199,393,181,398,0.026967394465779324,0.5520100019234468
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,83,43,83,0.02688357650744114,3.81464
23212,HEART WREATH DECORATION WITH BELL,2860.89,2296,186,104,191,0.026882730810552077,1.2460322299651567
23427,STOOL HOME SWEET HOME,2860.58,237,114,87,115,0.026879817854600866,12.069957805907173
22426,ENAMEL WASH BOWL CREAM,2855.21,742,208,104,209,0.026829357940220143,3.8479919137466307
22797,CHEST OF DRAWERS GINGHAM HEART,2851.3599999999997,163,91,63,91,0.02679318090663247,17.493006134969324
23504,PLAYING CARDS JUBILEE UNION JACK,2848.89,1927,208,164,217,0.026769971225343758,1.478406850025947
22930,BAKING MOULD HEART MILK CHOCOLATE,2846.8,1108,189,120,191,0.026750332264253312,2.5693140794223828
23196,RETRO LEAVES MAGNETIC NOTEPAD,2842.24,1872,298,170,304,0.02670748362187415,1.518290598290598
22476,EMPIRE UNION JACK TV DINNER TRAY,2839.21,880,125,61,125,0.026679011826609055,3.226375
85178,VICTORIAN SEWING KIT,2822.58,2518,140,77,141,0.02652274583477452,1.1209610802223986
47599B,BLUE PARTY BAGS,2822.32,1480,118,69,118,0.026520302710428344,1.9069729729729732
22380,TOY TIDY SPACEBOY,2815.46,1312,285,114,286,0.02645584181421759,2.1459298780487805
22072,RED RETROSPOT TEA CUP AND SAUCER,2811.17,848,162,90,166,0.026415530262505618,3.315058962264151
21499,BLUE POLKADOT WRAP,2809.34,6927,217,175,217,0.02639833442576135,0.405563736105096
21563,RED HEART SHAPE LOVE BUCKET,2803.13,1395,159,95,159,0.02633998134041604,2.0094121863799286
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2786.0299999999997,171,112,74,112,0.026179298931494187,16.292573099415204
22794,SWEETHEART WIRE MAGAZINE RACK,2784.9,326,182,114,182,0.026168680737220406,8.542638036809816
22963,JAM JAR WITH GREEN LID,2777.99,3290,307,165,309,0.026103750009404614,0.8443738601823707
22224,WHITE LOVEBIRD LANTERN,2764.0600000000004,834,164,89,165,0.025972854924241964,3.3142206235011997
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",2763.2,936,112,54,116,0.025964773820635362,2.952136752136752
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.8999999999996,1702,202,145,203,0.02595255819890446,1.6227379553466508
22925,BLUE GIANT GARDEN THERMOMETER,2757.4700000000003,449,182,125,183,0.025910931118698393,6.141358574610246
22196,SMALL HEART MEASURING SPOONS,2754.16,2847,472,146,479,0.025879828266445096,0.9673902353354408
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868,261,170,265,0.02586141086752774,1.473340471092077
23396,BUTTERFLY CUSHION COVER,2750.5299999999997,654,196,134,201,0.02584571849191958,4.205703363914373
22823,CHEST NATURAL WOOD 20 DRAWERS,2745.0,24,13,13,13,0.025793755116402747,114.375
23266,SET OF 3 WOODEN STOCKING DECORATION,2743.82,2053,319,201,337,0.02578266709052393,1.3364929371651242
23341,PINK DINER WALL CLOCK,2741.35,307,121,75,121,0.025759457409235215,8.929478827361564
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2739.4,2075,191,82,195,0.025741133976638866,1.3201927710843373
23100,SILVER BELLS TABLE DECORATION,2739.38,2166,257,180,263,0.025740946043996855,1.2647183748845798
22974,CHILDRENS DOLLY GIRL MUG,2729.6899999999996,1598,204,126,205,0.02564989267894113,1.7081914893617018
21985,PACK OF 12 HEARTS DESIGN TISSUES,2729.5099999999998,8775,427,262,429,0.025648201285163007,0.3110552706552706
22283,6 EGG HOUSE PAINTED WOOD,2726.43,299,155,82,155,0.025619259658292877,9.118494983277591
20829,GLITTER HANGING BUTTERFLY STRING,2722.9500000000003,1314,194,90,199,0.02558655937858247,2.072260273972603
23164,REGENCY CAKE SLICE,2718.65,578,92,70,92,0.025546153860549484,4.703546712802768
84832,ZINC WILLIE WINKIE  CANDLE STICK,2712.7,2933,268,137,271,0.025490243899550357,0.9248891919536311
23407,SET OF 2 TRAYS HOME SWEET HOME,2709.43,265,133,103,133,0.02545951691258109,10.224264150943396
23489,"GARLAND, VINTAGE BELLS",2709.23,913,159,125,165,0.025457637586160955,2.9673932092004383
21239,PINK  POLKADOT CUP,2707.34,3016,307,141,310,0.025439877951490643,0.897659151193634
22927,GREEN GIANT GARDEN THERMOMETER,2704.71,430,148,94,148,0.025415164809065822,6.290023255813954
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2704.35,405,178,59,182,0.02541178202150957,6.677407407407407
23292,SPACE BOY CHILDRENS CUP,2703.33,2181,222,113,223,0.025402197456766865,1.2394910591471802
23333,IVORY WICKER HEART MEDIUM,2695.45,2089,233,179,243,0.0253281519958134,1.290306366682623
22737,RIBBON REEL CHRISTMAS PRESENT,2694.15,1388,259,148,266,0.025315936374082505,1.9410302593659943
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2690.81,1963,299,177,314,0.025284551622866185,1.370764136525726
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2688.19,1395,105,63,107,0.025259932446762372,1.9270179211469534
22702,BLACK AND WHITE CAT BOWL,2684.6499999999996,1363,49,35,49,0.02522666836912591,1.969662509170946
21811,CHRISTMAS HANGING HEART WITH BELL,2682.4,4850,245,119,253,0.025205525946899354,0.5530721649484537
22660,DOORMAT I LOVE LONDON,2678.96,364,102,56,102,0.02517320153247297,7.35978021978022
22691,DOORMAT WELCOME SUNRISE,2678.77,371,120,65,120,0.02517141617237384,7.220404312668464
84568,GIRLS ALPHABET IRON ON PATCHES,2678.33,12442,147,18,147,0.025167281654249533,0.21526523067031023
22045,SPACEBOY GIFT WRAP,2673.34,6527,208,148,208,0.02512039246006708,0.40958173739849857
22433,WATERING CAN GREEN DINOSAUR,2667.5,1394,227,121,229,0.025065516128599027,1.913558106169297
22130,PARTY CONE CHRISTMAS DECORATION,2664.6299999999997,2277,110,78,113,0.025038547794470036,1.1702371541501975
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2661.89,1603,238,103,239,0.025012801022514138,1.6605676855895195
21781,MA CAMPAGNE CUTLERY BOX,2661.7999999999997,168,101,51,101,0.025011955325625074,15.844047619047618
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,2657.79,319,73,0,75,0.024974274830901297,8.331630094043888
22582,PACK OF 6 SWEETIE GIFT BOXES,2649.35,1061,102,73,104,0.024894967255971446,2.4970311027332706
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.26,798,227,151,231,0.02485653503067961,3.3148621553884716
22902,TOTE BAG I LOVE LONDON,2633.28,1288,136,71,136,0.024743963378113312,2.0444720496894413
35961,FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,244,116,248,0.024711357064723903,0.8807133288680509
22792,FLUTED ANTIQUE CANDLE HOLDER,2622.93,2785,206,100,206,0.02464670823587113,0.9418061041292639
21012,ANTIQUE ALL GLASS CANDLESTICK,2614.05,1169,199,66,201,0.02456326614281698,2.236142001710864
22830,UTILTY CABINET WITH HOOKS,2610.29,131,6,5,6,0.02452793480611837,19.92587786259542
22241,GARLAND WOODEN HAPPY EASTER,2609.43,1952,239,125,241,0.024519853702511776,1.3367981557377049
23054,RECYCLED ACAPULCO MAT LAVENDER,2604.93,295,130,81,130,0.024477568858058657,8.830271186440678
22833,HALL CABINET WITH 3 DRAWERS,2603.5299999999997,76,5,4,5,0.024464413573117683,34.25697368421052
22700,BLACK AND WHITE DOG BOWL,2602.18,1196,52,41,52,0.02445172811978175,2.175735785953177
22175,PINK OWL SOFT TOY,2594.23,877,171,84,171,0.02437702489458124,2.958072976054732
21500,PINK POLKADOT WRAP,2593.0,6350,213,162,213,0.024365467037097386,0.40834645669291336
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,268,92,269,0.024359171293589922,3.5657909215955983
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,122,82,123,0.024298938881824477,2.7509787234042555
47559B,TEA TIME OVEN GLOVE,2584.9,2077,287,152,289,0.024289354317081773,1.244535387578238
22822,CREAM WALL PLANTER HEART SHAPED,2582.75,433,158,121,158,0.02426915155806528,5.964780600461894
21735,TWO DOOR CURIO CABINET,2577.45,212,83,60,83,0.024219349407931606,12.157783018867924
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2576.03,1890,195,77,195,0.024206006190348624,1.3629788359788362
22610,PENS ASSORTED FUNNY FACE,2571.4,9572,216,123,217,0.024162499783722417,0.26863769327204345
22937,BAKING MOULD CHOCOLATE CUPCAKES,2563.24,972,160,122,164,0.024085823265780758,2.637078189300411
22358,KINGS CHOICE TEA CADDY,2551.2200000000003,698,255,87,256,0.023972875747930427,3.6550429799426936
21452,TOADSTOOL MONEY BOX,2549.11,817,184,109,186,0.023953048854197963,3.1200856793145655
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2547.42,5023,522,189,529,0.023937168545947792,0.50715110491738
22064,PINK DOUGHNUT TRINKET POT,2546.2999999999997,1728,241,85,247,0.023926644317995013,1.4735532407407406
21078,SET/20 STRAWBERRY PAPER NAPKINS,2531.04,2769,313,148,315,0.023783251712138437,0.9140628385698808
23681,LUNCH BAG RED VINTAGE DOILY,2525.04,1576,132,105,133,0.02372687191953428,1.6021827411167513
22670,FRENCH WC SIGN BLUE METAL,2516.75,1882,301,141,303,0.023648973839419534,1.3372741764080764
21556,CERAMIC STRAWBERRY MONEY BOX,2515.52,977,114,38,115,0.02363741598193568,2.5747389969293755
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2514.4300000000003,517,131,79,131,0.023627173652945928,4.8635009671179885
22672,FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,219,125,221,0.023597010463902696,1.7013685636856368
23424,GINGHAM RECIPE BOOK BOX,2509.62,462,135,87,135,0.023581975852541587,5.432077922077922
23316,RED REFECTORY CLOCK,2501.64,250,110,75,110,0.023506990728378058,10.00656
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2498.75,1264,153,78,156,0.023479834461607056,1.9768591772151898
21107,CREAM SLICE FLANNEL PINK SPOT,2492.71,901,97,48,98,0.02342307880371887,2.766603773584906
23367,SET 12 COLOUR PENCILS SPACEBOY,2491.2000000000003,3278,282,184,285,0.023408889889246824,0.7599755948749238
21903,MAN FLU METAL SIGN,2490.13,1160,180,113,180,0.023398835492899082,2.1466637931034485
22075,6 RIBBONS ELEGANT CHRISTMAS,2489.0299999999997,1773,200,96,202,0.023388499197588314,1.40385222786238
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,101,71,101,0.02322274260733209,7.205218658892128
23352,ROLL WRAP 50'S RED CHRISTMAS,2459.2,1800,212,151,213,0.023108197662024637,1.3662222222222222
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.4999999999995,1462,159,97,160,0.02282911768863405,1.6617647058823526
21875,KINGS CHOICE MUG,2429.38,2055,148,83,149,0.022827990092781972,1.1821800486618006
22374,AIRLINE BAG VINTAGE JET SET RED,2427.52,546,223,108,224,0.02281051235707468,4.446007326007326
22573,STAR WOODEN CHRISTMAS DECORATION,2423.0,2684,221,127,222,0.022768039579979547,0.9027570789865872
23406,HOME SWEET HOME KEY HOLDER,2422.6600000000003,456,111,65,111,0.022764844725065316,5.312850877192983
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,255,106,257,0.02275479032871757,2.5871688034188036
22811,SET OF 6 T-LIGHTS CACTI,2419.29,881,108,37,109,0.022733178074885976,2.746072644721907
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2417.73,818,195,74,197,0.022718519328808896,2.9556601466992665
22437,SET OF 9 BLACK SKULL BALLOONS,2417.24,2828,226,140,227,0.022713914979079552,0.8547524752475246
21328,BALLOONS  WRITING SET,2410.43,1337,346,135,348,0.022649923914473836,1.802864622288706
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,461,107,76,108,0.022639681585484083,5.226334056399133
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2408.54,930,206,115,207,0.022632164279803524,2.589827956989247
23265,SET OF 3 WOODEN TREE DECORATIONS,2404.79,1769,293,180,305,0.022596926909425923,1.359406444318824
20978,36 PENCILS TUBE SKULLS,2395.05,1795,263,133,266,0.022505403712765177,1.3342896935933148
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,124,16,124,0.02249168462989816,9.349960937499999
22939,APRON APPLE DELIGHT,2392.67,469,125,77,125,0.022483039728365524,5.101641791044776
22167,OVAL WALL MIRROR DIAMANTE,2391.12,236,156,41,156,0.022468474948609447,10.13186440677966
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2389.52,558,210,48,210,0.02245344033724834,4.282293906810036
11001,ASSTD DESIGN RACING CAR PEN,2389.44,1615,113,44,115,0.022452688606680288,1.479529411764706
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,99,39,99,0.022350077384140715,15.963221476510068
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2377.1299999999997,1369,137,88,138,0.022337016065520746,1.736398831263696
22440,BALLOON WATER BOMB PACK OF 35,2375.04,6010,154,100,157,0.022317377104430304,0.39518136439267887
20983,12 PENCILS TALL TUBE RED RETROSPOT,2374.81,2737,268,185,277,0.022315215879047143,0.8676689806357325
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,2374.4399999999996,284,62,0,66,0.022311739125169885,8.36070422535211
23437,50'S CHRISTMAS GIFT BAG LARGE,2373.63,1939,131,108,131,0.022304127853168328,1.2241516245487365
23498,CLASSIC BICYCLE CLIPS,2372.68,1640,99,77,102,0.022295201052672665,1.4467560975609755
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2368.64,2741,350,198,354,0.022257238658985865,0.8641517694272163
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2368.37,577,99,81,102,0.02225470156831868,4.104627383015598
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,2367.39,1979,114,91,114,0.02224549286886,1.196255684689237
37500,TEA TIME TEAPOT IN GIFT BOX,2360.68,380,113,53,113,0.022182441467464346,6.212315789473684
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,165,102,165,0.022138465229233104,0.40620689655172415
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,83,59,83,0.022127847034959323,5.130435729847495
23412,HEART MIRROR ANTIQUE WHITE,2354.8,358,76,64,77,0.022127189270712277,6.5776536312849165
22070,SMALL RED RETROSPOT MUG IN BOX,2354.4,948,116,62,117,0.022123430617871996,2.4835443037974683
22548,HEADS AND TAILS SPORTING FUN,2348.94,1975,209,149,212,0.022072125006602213,1.1893367088607596
22425,ENAMEL COLANDER CREAM,2346.1200000000003,460,166,110,166,0.02204562650407826,5.1002608695652185
21700,BIG DOUGHNUT FRIDGE MAGNETS,2334.94,1726,198,58,200,0.021940572157192507,1.3528041714947856
16156S,WRAP PINK FAIRY CAKES,2331.0,5800,167,135,167,0.021903549426715775,0.4018965517241379
20977,36 PENCILS TUBE WOODLAND,2328.64,1739,185,111,186,0.02188137337495814,1.33906843013226
23371,SET 36 COLOUR PENCILS SPACEBOY,2304.78,1705,185,98,186,0.021657169733035605,1.351777126099707
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2303.9199999999996,1352,156,97,156,0.021649088629429002,1.704082840236686
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2303.5,1478,249,116,250,0.021645142043946713,1.5585250338294994
22483,RED GINGHAM TEDDY BEAR,2302.94,770,169,91,169,0.021639879929970327,2.990831168831169
22736,RIBBON REEL MAKING SNOWMEN,2297.1,1222,223,130,227,0.021585003598502274,1.8797872340425532
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,120,66,121,0.021584345834255232,0.6347140093948606
22829,SWEETHEART WIRE WALL TIDY,2295.43,227,109,80,109,0.021569311222894117,10.11202643171806
